Internet,Radio,TV,Sales
6538,15478,12171,310694
6964,18453,8459,306695
6249,10472,13908,311229
17389,13561,10465,317751
15161,10759,14001,328931
19941,19559,17046,341493
7865,13814,11197,309319
6753,9210,11568,302082
7363,17666,5448,303458
16106,9755,5860,305343
17211,5004,1683,298753
1969,18153,8053,276824
6340,5071,11152,293885
2019,6946,13323,274022
9882,7313,17438,338760
10452,18505,3951,309650
15179,12578,10312,315798
9731,8611,3209,292272
13149,9336,13711,325082
10893,3488,9172,299196
7480,12733,16669,330650
5022,17065,6882,296030
19110,10037,4108,305951
16803,13333,4760,307689
2407,15215,10288,281112
16526,1423,5504,298603
1950,16544,14815,293090
12555,3399,12538,316274
9336,4718,9482,297536
12655,13342,12542,321272
19200,7733,1001,303687
12116,10765,13034,321296
4401,1981,12468,285409
9101,18308,10106,313700
4026,18479,4861,292786
2799,16204,13780,297865
4064,8241,2957,270013
6123,3031,13830,302923
1812,17818,6720,272378
7312,1906,14168,308718
18144,5840,4852,303011
2039,12758,8552,268025
15492,18160,16202,338897
14114,12512,1829,304934
3872,18638,3839,292365
12388,15869,16281,337890
11668,11319,13589,323268
12300,3616,19922,361124
13763,11669,15271,333690
5131,11298,15430,314602
15989,14683,17761,348004
5194,11086,1479,282985
9372,16082,4419,304367
5862,15604,4387,294985
16014,16424,1892,311045
12111,3913,14468,325289
18269,8706,10586,317828
17399,17069,2529,311426
8458,18650,9858,312542
2419,2962,13716,275495
8311,13287,19381,348981
16070,8266,9757,313060
4501,2135,14791,298432
14370,2674,3514,292926
13397,18162,2984,311629
19001,9209,2522,304675
17017,15028,9607,315821
10093,8303,19596,353676
19715,18761,5460,311718
7998,13803,4921,298058
4494,3718,12733,289519
14891,15802,11573,320659
6147,2872,10120,286168
19939,6418,15450,341324
6427,9020,7268,288349
9055,9568,6703,295974
11696,18091,3146,310441
3686,8022,10490,281100
7047,19938,6169,306915
11697,14822,3007,305522
16407,9414,17844,350873
4696,19990,18002,333075
6727,9728,15270,318866
7440,8274,4310,286284
11303,12194,8024,305906
19674,10924,10999,320102
3891,2815,9517,270807
3297,4806,17605,309412
5875,6371,13598,304071
1698,12203,15771,288182
14682,7701,12497,321268
7533,13857,10229,305726
3961,16394,12429,301765
9659,6739,1948,288453
8306,8972,12993,312342
3326,9702,19223,324449
10500,16398,2934,306690
15321,13837,19440,358134
17202,15589,15620,337011
16375,2451,12641,323335
10008,16907,15351,331341
14787,16743,10787,318757
8927,2748,6432,285232
14310,2776,14632,330204
5165,2847,3364,264895
4591,3993,12498,289380
17518,4493,19470,365835
6117,18131,10011,306790
19520,4253,8440,311520
16602,13642,6529,309444
4427,12262,16920,319761
11820,19860,3005,313300
19857,9879,10056,317229
17278,16490,15249,335085
2420,5679,2153,249142
6499,4975,11167,294488
14451,3932,11682,316199
13502,4684,7369,300484
12408,19823,12533,324256
14775,17372,8916,314909
15035,6459,6734,302959
6069,8813,3035,281616
19691,14472,4082,309011
5643,1039,8290,274589
19212,16309,17081,344017
11338,15363,1508,306915
19591,16741,4605,310472
7112,10444,15511,321938
13060,12244,19963,360352
6885,12138,3285,291370
18095,1658,1180,296188
14068,6775,19671,361436
4929,2838,7944,272598
14748,2634,8966,305729
4438,15592,11979,301846
14050,1721,14486,328762
2054,7643,12930,273770
4176,15826,18732,331544
2829,14724,9452,282417
10056,13523,19716,354560
18952,12382,9154,314624
4797,2546,3670,262478
8483,17646,10021,311774
2090,5758,11590,265640
17998,7190,13366,328719
16704,5066,3496,299141
19610,10584,8814,313749
12254,13540,18108,347528
2513,12815,19967,324280
11042,11831,16922,338993
5680,18482,14782,320700
6945,12949,11846,307983
17385,14048,6953,310553
6927,14643,19084,344006
1215,11340,3291,244181
15441,3732,7536,303352
1063,4728,16974,272374
8554,4159,4089,282217
1358,17566,8946,267047
12260,8324,2155,296354
15669,5558,9313,309948
17066,8650,15598,338730
18735,3364,1869,299033
12498,16768,1214,310636
19720,5195,19211,365884
3030,8834,12981,286578
5962,16946,19477,344424
2031,3776,19198,305543
17261,16145,16238,339801
18860,16703,10316,318034
15200,10051,13742,327733
5904,3106,12917,297373
9944,13076,4343,300490
3438,4567,3228,257049
19243,14666,9949,316958
17188,15258,13650,328574
3720,19515,11512,301999
10180,19460,17063,340469
17601,16962,13173,326694
14804,4436,2791,295170
7969,10431,4697,292022
15766,13058,14897,333516
19566,13074,7069,310870
13415,15955,18001,347701
5815,15416,16431,326025
18765,10735,9082,314030
14836,15717,13506,327262
3694,17620,6326,289672
19237,2703,7494,308083
13115,10797,10417,313161
2263,15164,5985,271912
1408,12084,3068,250253
11029,15014,1558,305907
1628,10554,9423,259640
1065,1092,8397,225496
8766,13565,16851,335125
14076,13917,7511,309588
2300,7231,9381,263097
2078,13710,14244,288535
7330,14772,11043,308586
14951,10364,13131,324878
3614,16571,11422,296696
16542,3432,16572,345297
5778,19766,6766,303543
3795,6084,19658,328543
16121,2752,3824,296358
1881,13405,4366,261870
18036,15910,9240,315443
15049,11544,3274,304225
4933,10050,1276,279376
10497,14224,19882,356315
17485,19910,1074,316112
13512,15458,11222,318696
1951,7960,13919,277308
18103,3289,4335,300390
15092,4506,18010,352161
15355,6558,4011,299397
7322,7143,10764,298672
14669,5606,19553,361931
1893,1072,6653,237559
3477,14641,10374,289815
16155,17678,1241,313318
3031,15360,15586,306598
12466,9593,6477,301950
11381,18112,5375,309986
8571,10177,16828,333032
10673,10001,1686,296505
12159,13795,6978,306928
13665,1083,9873,305902
10019,11168,15438,329137
3575,12747,4049,277283
10444,16259,3378,306229
1279,10443,2261,243299
9293,7896,4771,291276
12595,8580,7002,301993
7636,2398,2947,274642
2869,16125,2001,280204
13439,19060,15699,336142
11629,3351,15769,331471
15328,12245,2263,305372
18120,8199,16143,342797
8246,18809,1278,309394
13836,15914,11403,319663
16117,12361,8127,310983
13457,8205,4140,298852
12252,1674,11944,311936
18852,10109,15030,336617
13017,16048,3324,308380
12895,11213,16220,337577
19435,1250,3633,299781
1081,12464,8248,248969
14152,14794,5480,308102
7647,10975,11717,307422
10742,2889,16572,334189
5259,2681,4485,266514
11076,2118,6908,291495
17822,11147,13893,330367
12269,4229,8625,301203
8073,19315,2267,308919
3194,19288,14173,306642
6091,4615,18285,330930
10746,2382,1933,283371
11843,3266,17617,343662
18541,12945,12934,326410
16768,9239,10647,316906
18598,8399,9383,314258
2702,11104,12907,286380
12359,13002,2990,303531
5269,2233,18688,328315
16773,4919,7422,305728
19674,2173,18596,364006
11201,16716,15270,332276
11990,19835,12827,324971
13916,18210,14712,332040
18036,1798,14088,333346
13529,18758,8899,315449
13734,13216,5571,306200
6053,11749,13794,311262
7866,14267,4735,298446
2129,19333,17662,312058
3238,6950,15764,299855
14059,12555,6016,306259
1720,7332,5158,245806
4804,1824,9519,275327
12964,18491,9288,315708
14998,1519,7204,300064
4572,9161,6320,278354
7147,6930,9713,294237
18724,1531,16201,346897
19129,12476,17811,350586
2771,19604,15622,309402
2055,8606,3260,252240
1394,11257,16934,287719
10324,5296,3910,288704
5829,9134,14226,309707
4012,16922,8774,293467
10237,1262,1963,280059
14219,17416,12679,324453
5056,13619,4927,287996
7037,10522,13775,313415
12699,17571,16564,339676
18537,1915,11718,322269
9536,14130,15007,327667
12956,8191,2949,297393
8061,1676,4023,276113
7867,17081,2759,303758
10849,12911,14741,327938
2228,8713,15531,290203
5787,18784,7880,303029
9369,13423,9104,306434
2206,6536,14034,279382
17046,6873,2022,300671
1922,16761,15823,297477
18471,7299,10112,316233
19155,4229,15878,344133
12209,8528,1316,296724
17005,4821,16087,342535
18797,12187,1865,307349
17159,9103,18026,352805
14486,8033,4783,300653
12127,10761,6418,302690
2472,2694,7582,251284
11164,5764,15020,326963
6790,15895,6493,299729
2952,3705,2639,250173
8131,10696,2599,292095
9784,17735,12907,321965
8892,17863,7414,308272
10447,14545,10427,312670
13368,14694,19125,354538
19146,14552,15234,335866
1596,19645,14804,291836
9815,1715,16511,330932
19114,15256,7424,312080
17962,16417,19327,356650
15642,16028,15136,334334
19714,12745,7127,310887
17135,7070,13791,329880
13602,15526,15815,336497
6012,14885,14983,319377
6957,19109,4863,304925
6198,19232,10920,310613
1570,11463,15401,283168
5640,3908,14734,306339
13925,14554,13520,326549
7156,16846,6034,301901
13980,9919,8204,307605
2573,1576,8394,252706
19550,18468,18029,347463
7722,12183,10083,303775
16195,19123,17981,347481
17255,10258,11971,322160
2600,7068,5134,256937
14859,3848,19000,358935
15169,5428,14225,329639
8583,17200,1766,306179
6291,13093,7187,294399
9437,5635,6042,290085
18278,5606,19351,365049
15891,16781,10219,317648
8517,18351,15004,328438
14983,4686,17051,345664
8564,18849,6654,308407
9475,10937,17087,336875
4918,18129,15564,320752
6144,13554,8078,296163
9196,18069,7840,309543
17881,10117,13076,327002
9866,8133,19657,353602
5872,17193,17633,333719
5464,3496,14940,306203
2183,5843,16521,291872
13422,9107,1600,299321
11866,1902,12998,316239
17491,6424,18329,356564
18123,16950,3860,310746
12814,7074,16832,340692
10429,6365,8926,300310
5021,13978,5513,288959
13925,7755,6082,301420
16705,4137,2167,297276
5345,12648,15791,318629
3442,9407,18766,322106
17658,5287,10105,315003
19133,2099,7232,307028
19725,16170,18520,351985
5758,12962,4237,289301
2052,11521,11511,274264
16631,1675,8620,307257
11606,15917,7890,309977
14369,17704,19338,355443
10877,5420,15010,326151
3347,10059,8659,276600
4910,5105,16365,313017
8925,1368,7156,285074
8704,13427,5928,299838
2415,12768,6275,268797
19614,15211,17154,345107
13060,1130,1397,286495
13127,8202,1479,297566
16095,17183,11000,319809
10411,10061,8166,302377
7985,1682,9833,290976
2239,2666,18207,300289
9782,6262,14929,323565
7541,4100,18687,339260
11450,1844,16079,332564
6970,8171,4949,285183
2087,11233,12113,276427
4151,3566,12890,287814
13353,8401,18115,349412
1444,5416,16507,279307
13935,16852,12417,323278
17824,5011,12611,325268
11309,16187,9701,313404
1268,1173,10196,237351
7033,15301,18827,343006
13534,15435,18579,351193
2148,19914,9248,284351
17432,16494,3429,310437
13522,10160,3012,300888
4839,12305,4654,284129
7565,14018,13476,316847
3924,13864,1428,282855
13458,18877,12561,324320
13420,9167,6128,302256
8861,7397,17123,334322
18589,6685,18919,361506
14124,19567,2512,314110
13279,11325,1046,302818
12028,15758,4524,307164
12183,15221,5708,307211
7948,2864,13173,306698
4585,13448,5542,285814
5331,3801,7592,275487
10066,14311,13781,323326
16549,17665,2599,311973
1012,13827,18046,287881
8410,15420,8732,306221
3152,6928,2186,259745
3345,17144,6044,286128
11903,17895,12346,322342
4799,10419,3428,279350
10518,2939,6832,290908
4177,8486,4676,272468
9559,3486,15662,325712
17833,15726,14240,330989
5022,5952,12821,295788
17525,11532,18139,352444
15708,6337,16070,340410
19513,10613,13533,329790
10100,6048,3001,288660
13467,3576,9902,307251
6737,18716,16607,332106
3490,18546,1970,291047
9674,17880,18995,349887
7442,19618,17566,338983
6318,17666,11438,310360
15871,14242,3706,307788
1212,10005,8324,247362
10475,5637,12505,312964
7462,12623,14782,321049
2241,17005,14494,296042
8347,2180,18120,337356
1548,9297,16136,283895
8935,18272,11557,317047
3045,14362,14402,300179
18685,5725,7557,308667
14828,19258,12529,324643
5254,2466,2752,263970
14992,7933,5458,302022
12313,12191,3396,302311
19251,2730,14607,337609
11571,4875,8628,300384
14737,8169,19084,357691
1633,7014,8901,251474
12028,14472,7994,309100
8125,7337,16749,329977
10895,7636,2375,292814
5899,9079,15891,318464
8669,5573,19214,347070
1673,8229,1510,245224
17324,12649,13391,327784
10756,10778,10955,311462
15104,12903,12461,322908
2323,5524,16741,294641
13103,1747,18962,355998
8402,16576,13618,321434
3767,6097,14983,298808
12323,4642,17817,346030
9615,16221,14279,325844
13555,1478,9877,305947
18903,15327,16698,342622
12980,9100,15086,331442
9177,12293,4790,298061
4457,3487,16709,311015
11580,14329,14453,328203
13701,11703,15674,335653
11035,15403,12591,320819
14170,5529,8694,305859
18364,18635,13199,326504
2638,9600,11037,276398
4858,1732,17031,314097
4788,13041,19001,334553
6487,18021,15188,324494
9652,2159,16743,332121
17412,3174,14482,334321
8968,16165,5754,304391
13188,16421,16870,341466
4997,13851,4811,288124
13490,16832,13711,327630
6203,8330,9236,291203
12765,2004,5838,292764
2491,12637,7578,271315
13800,14518,11777,320163
19394,9870,2993,305517
4708,14770,15521,316352
10795,5040,4370,289931
5651,16637,5818,296817
14225,12960,13249,325293
19700,4596,16574,348737
15169,15050,1482,309369
18692,3525,1200,298956
9318,17537,1152,308736
8676,14655,14585,324499
11142,3494,11617,309105
4373,6175,8653,276982
19450,8447,14981,337441
17412,17548,3749,311299
16666,9196,8881,311533
10739,14949,11680,317096
2476,8122,15222,290795
10146,16549,13721,324577
8901,14180,3015,300308
17724,12838,9368,314795
12855,5304,7661,300643
17144,14083,1840,308703
2969,18584,3489,286094
9686,19462,10965,317624
10381,14413,1885,303732
3856,13594,9210,287736
18623,9261,3804,304902
2399,17816,7885,281074
8775,9029,1316,290742
6634,6029,8634,287820
2577,19789,9685,289523
17263,12653,10733,318294
19649,8766,6855,309066
10080,15375,9819,311392
11682,2518,12028,311522
2184,5850,18712,306051
2741,10216,14306,291677
1441,10513,7751,252113
8006,19754,2057,309898
12611,13127,18172,348316
7370,15014,5800,299181
18582,19752,10345,318451
3286,7626,18722,319150
3222,14854,11658,292003
13806,7686,3194,298047
4621,19371,2196,299053
8366,8212,5945,290940
10793,18905,12725,323268
1036,19208,4501,259364
9457,17562,11969,318374
9876,7681,13757,318707
9093,3192,17541,336099
13739,8091,18464,352271
15178,12080,8367,310657
11796,9688,11784,315287
14789,12434,15617,336352
18040,18901,14964,333146
16919,9983,11010,318427
12451,19977,15440,334808
5466,12509,2521,287026
10168,9207,5174,295689
18571,3112,14103,333857
4685,16660,7172,294107
9069,4588,17391,335522
12568,1817,5894,292241
8638,8893,13914,317291
14903,11587,15778,337309
17423,6733,11904,321790
14020,11977,7689,308231
15155,10247,3917,303079
14187,15627,6135,309483
3134,9408,12960,288207
19551,17479,3887,310944
19777,16883,3709,310547
9089,17234,6241,306546
15604,8136,6778,305074
17635,11950,15764,338998
2956,9462,8425,271591
8586,12001,3923,295835
16035,7960,3438,301249
14850,13678,16561,341126
18823,18725,3776,312025
15758,2741,7184,302239
3099,2880,16141,296400
15366,10414,17368,346709
17670,8253,5098,304585
3085,3632,3239,251756
17430,1948,10083,313826
5828,7585,2521,277836
15757,4522,9742,310997
4692,5067,4344,268034
14618,19460,8058,314969
10969,2606,18641,348713
10263,12914,7071,303475
9952,14363,15992,333170
13719,3813,3510,293159
4330,1177,17312,312154
18370,8432,3383,303827
14437,2729,12415,319042
8597,11873,10522,306866
10443,11450,13653,321681
11682,5651,14337,324363
12511,12387,7636,306927
1424,15362,2912,258987
3594,11733,12817,294439
17891,6948,4457,303081
17679,2160,10349,315280
13996,19218,18350,349261
2794,10858,16404,303633
6118,16940,2867,298843
6136,3435,4484,272366
9616,6506,7308,294354
16314,15279,8076,312639
12797,13832,2181,305468
5741,14431,6335,293584
1354,6851,16743,280574
3242,9052,2573,265764
2346,18850,9909,285930
2100,4185,1985,241154
7062,17499,5377,302416
6608,8163,14222,311849
19786,6951,1802,303308
1370,4539,9225,242535
8694,5489,10611,300530
4840,7695,18736,329720
19126,11072,18960,358737
19904,7683,10951,320318
9830,4101,10557,302058
9715,5859,18548,345296
18064,7510,15125,337438
13483,18861,13742,328307
12250,8940,5365,299257
19676,13443,19975,363470
6428,15950,15217,322720
5919,15322,4131,294588
11271,9768,6441,300229
2945,8952,9456,273303
1327,16738,11943,272280
9443,9086,17864,340892
12474,9347,5359,300088
4099,8989,11976,290787
13239,12816,2315,304343
17064,3221,1257,296449
13542,5272,2258,293942
8755,18787,18439,345622
17061,7977,18432,355932
2967,1217,17927,305272
7809,7485,2809,285006
12052,7529,7424,300886
7966,12061,2563,294315
10247,18687,2842,310289
15453,3762,12670,322208
17823,17523,6802,312349
7327,15769,14408,321560
1666,16215,16161,294549
4268,11720,11275,293165
3221,9064,2326,265599
10882,9731,12665,317235
4415,18129,17508,327761
9340,1720,13784,313474
8721,3494,7992,289651
4051,13606,6388,284007
16807,12690,4184,306850
11484,6047,6538,296283
8955,15139,12294,316505
12739,3592,1326,289678
18620,9610,14936,336189
3063,19273,8392,290671
17917,14241,17126,345313
8822,14664,19161,348966
12568,19813,15551,335290
14193,16696,3890,309768
15308,12936,7190,309157
2730,2336,19190,312930
6853,8678,13815,311272
10181,10618,1126,296980
9718,6055,13193,314585
5038,4431,3534,267765
14502,15677,11709,320851
16464,15972,4449,309770
16927,6802,16457,343994
5929,10070,16373,322025
1526,18062,18356,305605
14788,19820,5037,313318
19009,13561,16086,340452
10443,8304,7765,299491
1255,15851,5762,257147
3804,19151,1060,295706
1993,9494,8640,261268
12691,1230,1125,285733
3800,5306,5082,263683
5969,9527,19953,344369
3698,6152,1982,262243
4142,13839,16523,317418
6278,15575,16406,327600
7664,10380,12048,308068
18935,1091,5813,302824
2383,17021,4867,276773
7299,17980,3362,303926
12852,7448,10027,309279
1675,13544,15837,289812
13274,11310,7742,306985
4991,5974,8781,280607
2353,8823,6770,260519
13241,16171,19632,357199
8126,4617,18239,338325
9805,10558,10146,306947
18250,6031,2301,301145
9850,14525,11336,314390
7182,9206,2741,286395
9476,9321,17285,337498
8036,10383,7590,296226
3808,17878,16480,319056
2287,11077,3784,261449
4225,11432,6063,280379
1747,2100,19899,304948
3410,2229,17650,308361
2850,2373,2070,245490
5786,8773,15898,317770
18741,4266,16310,346232
1577,4418,7011,240219
2805,6842,8465,265351
3118,7213,3317,260576
19828,9955,9785,316410
18761,19903,4589,312663
10684,9226,12354,315272
10301,2083,2540,282094
18693,16847,4490,310623
12429,6972,3077,294862
8233,2018,18478,339458
8185,19858,10589,315049
18876,19647,10667,319054
14400,15769,4118,308777
12372,6799,17467,343854
18630,12184,4608,307491
11589,4150,9079,301122
9943,3242,8649,294828
4116,3102,2736,258386
2915,2789,9880,263680
3021,14090,15044,302511
7730,11488,16649,330511
3934,5598,1146,262565
17458,18147,19834,358501
9878,6796,17827,341092
3874,18209,12685,304547
18037,5624,14642,335406
2585,16478,6836,279010
2439,3519,18111,302937
8533,3782,2963,280334
9364,7649,7064,294730
5816,18218,12711,313296
19789,17668,2047,312078
6179,7756,11322,297229
15750,11202,18516,353757
7404,1956,3537,273553
8030,4217,11514,300681
6609,3789,10651,291431
9820,13741,3120,301184
9600,10359,11351,310258
10666,9504,5901,298005
6699,14984,5490,297037
19884,16908,6232,311294
19275,5658,19087,364158
11380,2687,14893,325580
14855,12442,9988,314581
1958,7438,14248,278281
10480,8054,6655,296965
4053,17187,1390,291838
4627,19760,2688,299490
12090,2491,7643,296274
17611,11329,5529,307204
4732,19783,19905,343744
7995,5399,16568,327462
5917,6407,11403,294727
11358,2496,2643,285550
5368,16410,2123,295515
12515,16646,10367,316414
13783,19542,14187,330186
11325,13850,13899,325324
9786,4934,3229,286156
10901,1926,1279,282687
4746,16079,14318,312566
5768,19837,6070,303229
1533,14321,15111,284875
6921,3030,14339,309069
7406,13612,6012,297131
1205,13443,5248,250019
3463,3723,8787,266577
15608,10546,19355,359385
18064,4247,13399,329365
18205,11518,9411,314772
16126,12913,12420,323404
11661,5240,9545,303779
3844,5809,17208,312079
19404,16410,16697,341973
17794,1531,2117,296069
5889,15930,15265,321150
10355,11473,8803,305324
9164,12686,17680,340241
6949,2318,19806,344628
5665,14220,1406,292292
17202,17696,17381,344923
8214,6969,14801,319119
8636,4956,10154,298117
5019,8343,17786,324930
4123,10978,14617,304852
19447,11409,19738,363732
11888,6006,10929,309731
13935,6960,6557,301511
7559,19537,5081,307024
5455,15681,16729,326386
19630,9391,6216,308203
19111,3733,13875,333159
1930,8299,5800,252198
2847,8478,18866,316861
16302,13956,12764,324888
13813,15017,10433,316441
9647,5982,16261,330593
4463,2349,1522,258241
11994,15014,7241,308443
16871,14363,12748,325080
2072,16738,13680,290394
12419,16656,7664,311104
15366,2963,6201,299416
16002,14662,10275,317017
17325,7771,16435,343927
9433,10184,17766,340567
10472,4024,7603,294083
8275,14030,7595,302021
11943,7047,5247,296200
4002,13857,4462,282690
15518,13962,17749,347966
13876,2045,2194,289978
1529,6109,4180,238334
18892,7839,10092,316590
1475,16994,12642,277878
7070,4891,15614,318276
9044,3759,11925,305161
2693,12964,12280,286623
7538,19794,3152,308070
10835,2902,5675,289102
4186,4367,13049,289844
6679,8113,6470,286275
9530,9161,15301,326455
10771,15952,3031,306244
5064,4374,13775,298759
19439,11646,1471,307300
17269,19552,9548,317186
2605,1332,3289,241360
10473,5456,5135,290852
16867,9180,3063,303144
5656,14499,8275,296237
10045,13878,12511,318110
17363,16165,10788,319158
18056,13921,1201,309310
5984,14991,16476,326530
19819,17223,3682,310766
8282,5991,11904,304905
14163,19187,4222,312632
18663,1526,13258,329920
7918,2940,10751,295784
9588,7446,14471,321383
12569,16218,6298,309188
10730,18177,14905,330820
12995,6171,4135,295561
11091,8772,2413,295081
4784,19913,7562,300812
12991,8848,7107,303053
12093,1157,15899,332829
19477,12489,11524,321650
15354,17950,9349,316192
6181,19452,17257,334232
16621,3928,6044,301769
12243,11960,1909,302094
14103,9448,19784,361263
1525,6870,9261,250275
12012,11787,3840,301465
15598,12141,10848,317527
15281,19870,7143,314318
11221,6387,9898,305062
5408,14343,8915,296280
3962,12273,18048,323517
7182,16034,5062,300004
1390,8000,17323,286188
17001,3947,5346,300997
12609,13038,8272,308869
7990,3239,16486,325755
17212,2434,15734,341425
17256,10895,17479,348651
2156,18859,4405,278394
17569,14054,12067,322880
5079,15431,18276,333072
10306,6640,12588,313654
3411,6190,6192,264366
6860,8777,7563,290145
10671,18909,13804,326845
1379,10460,6238,248098
14478,18051,10256,317984
8510,10108,10783,305577
15297,3333,10030,310770
6884,8787,4520,285565
14712,14736,14623,331668
8369,7150,18078,338901
10920,1333,7605,292077
4241,17869,19971,340717
16634,2154,3649,296362
12053,8417,5877,299009
9412,15559,2373,303989
16707,15244,16439,340989
3563,9026,4136,268930
10809,13766,15789,333215
18374,17422,15809,337288
5053,19386,9635,304112
7864,13201,14654,321956
15298,15691,4848,309256
17512,9488,7121,308383
5329,10576,8997,290223
18596,5068,18638,360759
1435,4705,14628,267450
7825,9093,3983,288697
13911,11839,15606,335524
10808,18261,18532,348563
3513,7687,17659,314110
3728,9453,18200,320617
1028,1510,11390,236692
5423,2556,17968,324241
11383,13119,7796,306577
2832,1808,3523,245249
1440,4843,18827,293806
9015,4476,14068,315907
14783,17548,16900,342235
13561,9594,15044,332081
10523,12803,18950,350364
18629,4977,10494,317465
16323,5241,12237,321743
14807,2926,7969,302930
6280,6696,13400,305206
19159,3328,19981,372652
11683,12203,4782,302096
15170,3074,18320,354893
5624,15804,2253,295052
15982,10375,17681,349129
3935,17909,13901,308792
16116,11204,3251,304684
12124,2296,7319,295255
1371,10604,19627,303318
15986,16813,14902,333334
1140,5922,2014,227902
6843,7138,14819,314831
7325,3262,11926,298953
13049,12550,19347,356178
15617,7400,15214,335391
5007,17218,14857,317186
9923,8997,4438,294117
2502,5722,8392,259792
10609,3067,17767,341745
19180,19904,9984,317478
6208,12264,12279,306312
2665,10761,15517,297541
1063,4658,13828,254376
2109,13742,3333,265618
16541,19431,13458,327663
8939,3155,2471,280061
4902,6566,12481,294391
8595,9512,1950,291064
1826,6251,11975,264132
11483,16036,4035,306968
11517,9148,15987,333977
12121,8008,19243,355077
2877,17004,10946,290435
13122,8042,6904,302045
8330,6926,5132,287580
3188,7573,2806,261798
4192,3811,14955,299124
2305,19928,4706,282556
8627,5990,18041,339000
11170,11753,19664,356013
3993,4898,6458,266715
7351,9414,8878,295835
2402,14969,14094,293494
10912,4532,9805,302393
14324,1669,19131,359743
7138,14542,10118,305232
16538,3668,13393,327332
19643,6137,16366,346475
7351,16261,3819,300644
11436,10445,12359,317395
16814,11622,3850,305743
4060,18285,8905,296306
7939,18117,9473,310169
19519,15074,10353,318034
8312,15081,13895,321160
1004,19483,19898,304294
6467,8996,15030,316093
7050,12913,9770,301963
2213,14343,9673,275787
10630,7488,6317,295928
6782,10196,5618,288948
2223,6194,10143,262726
9111,1535,12471,305944
3469,15818,8176,286981
11745,10558,3032,299076
18696,17029,4293,310736
18739,14270,9707,316243
9979,19980,3061,312037
11746,2185,14157,322147
15278,19075,17598,345507
9346,8391,19591,351964
2126,15746,6573,272071
13448,5194,4195,295165
4593,18633,9716,301115
6438,6368,16326,321044
15905,1605,12392,321247
16611,12406,9343,314042
18578,3910,7374,307379
5789,13842,5978,292326
13654,7994,7622,304276
14332,1969,14418,328959
12905,2948,12728,317678
16571,12099,16348,341412
18664,11477,2193,306515
1912,11924,18664,307613
8001,17028,10404,311042
1204,13220,2585,248819
15369,17391,18807,352711
16947,9915,19151,359471
13807,8429,14520,329594
7697,5576,2527,280791
12960,19982,11529,321714
5858,19923,14501,321560
19144,14112,14043,330766
9680,11207,6752,299688
19222,16761,12638,324770
5331,18040,2103,299062
4655,2369,3331,260835
10119,13820,7667,305331
8210,1791,16572,326284
14793,4226,1942,294447
19783,19127,2296,313012
7843,8075,5379,288386
18857,6307,15893,342890
4711,9038,18912,331055
15210,16054,4867,309589
12433,14123,13073,323400
12614,1125,8786,299713
11642,4609,5513,292900
16647,18532,7889,314202
4653,10995,17776,324909
6560,8940,8548,291619
18276,4534,9393,313132
7449,7909,18356,338211
13460,18378,17149,342952
4483,6637,2562,268819
15824,15509,14044,329759
12668,5994,3238,293979
8202,16699,5230,303531
12537,19168,19264,353891
12352,13903,16684,339688
7257,17872,1960,304633
4975,2523,3596,263388
3669,3836,16191,302579
1306,4489,12427,253460
3471,16183,1675,285378
13118,9897,14858,330637
15701,9932,2187,302860
13650,14525,18848,353095
14560,19457,4270,312991
1735,2012,4677,232913
12619,2317,16784,339797
11630,13335,5281,303902
5229,17693,1229,298844
7752,6987,13755,312475
10289,10436,19373,352610
4960,15379,19578,340364
1827,1938,5658,236108
13737,17445,12871,324915
14566,10191,3548,302254
17655,6814,8183,309621
12538,16518,18643,350687
6295,17005,2214,299981
3872,1288,7247,260811
2847,8224,2824,260253
17208,3781,3423,298509
4780,2290,12030,286160
5140,7698,15524,311760
10263,4611,9489,299852
8376,1123,7065,282641
11852,17490,17042,341457
7487,8619,12658,308196
14275,1655,7874,300717
7322,2842,4757,276608
17349,7797,1099,302117
16775,3189,8196,306897
9028,7590,2532,288550
15359,17591,9970,317310
19781,9858,13926,331936
13462,7133,13819,325391
12112,16871,11166,318365
6359,10530,10570,298867
5866,2853,10513,286328
1496,4307,15395,272393
8968,4826,2013,283061
8709,18702,5342,307728
4663,1963,14917,300001
14844,11266,4330,304136
15958,2182,11482,317287
18249,1600,8618,309741
14878,15787,3421,309072
15808,10281,8779,311057
5768,18634,7482,302240
2128,14227,18105,309371
7108,12540,5088,293603
17481,4999,15497,339638
8221,3591,16370,326001
13961,19437,18021,347449
8178,6576,18924,343835
13203,16781,3915,309358
3642,4860,16260,303823
19216,15654,1217,311207
19716,16936,10176,317598
7317,10156,1741,288843
19673,2419,9549,315064
6572,11842,9270,297699
2901,3398,10594,267269
2922,3496,16101,295116
12412,9314,19938,360138
14716,3304,9089,306499
1822,6300,18399,299126
11764,16963,13672,326340
10281,6176,8074,297401
8934,11241,3900,295296
4247,14256,11341,296918
10404,7651,2760,291933
12837,9254,16458,338658
15451,11695,9484,313305
18316,11841,1460,307028
3007,15499,10163,287033
9043,2666,1438,278939
19850,19793,8626,314806
10520,15758,2683,305769
16261,8530,14377,331721
5466,19152,13693,316481
15694,19820,13278,327159
16719,9480,3156,303349
5910,8712,6553,284428
5677,13752,3573,290444
3945,5006,17939,316860
2055,4079,9281,253711
12627,8478,5067,298905
5828,2284,4749,269089
